SITE_ID,DATE,PARAMETER,VALUE,UNITS
SQ30486,30/01/2007,Chlorophyll_a,0.0011,mg/L
SQ30486,28/02/2007,Chlorophyll_a,0.0013,mg/L
SQ30486,27/03/2007,Chlorophyll_a,0.0002,mg/L
SQ30486,19/04/2007,Chlorophyll_a,0.0009,mg/L
SQ30486,16/01/2008,Chlorophyll_a,0.0012,mg/L
SQ30486,19/02/2008,Chlorophyll_a,0.0014,mg/L
SQ30486,27/03/2008,Chlorophyll_a,0.0014,mg/L
SQ30486,23/04/2008,Chlorophyll_a,0.0006,mg/L
SQ30486,21/01/2009,Chlorophyll_a,0.001,mg/L
SQ30486,17/02/2009,Chlorophyll_a,0.0012,mg/L
SQ30486,17/03/2009,Chlorophyll_a,0.0016,mg/L
SQ30486,21/04/2009,Chlorophyll_a,0.0022,mg/L
SQ30486,17/12/2009,Chlorophyll_a,0.0005,mg/L
SQ30486,27/01/2010,Chlorophyll_a,0.0007,mg/L
SQ30486,23/02/2010,Chlorophyll_a,0.0006,mg/L
SQ30486,29/03/2010,Chlorophyll_a,0.0003,mg/L
SQ30486,5/05/2010,Chlorophyll_a,0.0004,mg/L
SQ30486,16/12/2010,Chlorophyll_a,0.0011,mg/L
SQ30486,24/01/2011,Chlorophyll_a,0.0011,mg/L
SQ30486,24/03/2011,Chlorophyll_a,0.0006,mg/L
SQ30486,21/04/2011,Chlorophyll_a,0.0004,mg/L
SQ30486,9/12/2011,Chlorophyll_a,0.0007,mg/L
SQ30486,24/01/2012,Chlorophyll_a,0.0014,mg/L
SQ30486,27/02/2012,Chlorophyll_a,0.0012,mg/L
SQ30486,27/03/2012,Chlorophyll_a,0.0012,mg/L
SQ30486,3/05/2012,Chlorophyll_a,0.0017,mg/L
SQ30486,21/01/2013,Chlorophyll_a,0.0038,mg/L
SQ30486,8/02/2013,Chlorophyll_a,0.0005,mg/L
SQ30486,28/02/2013,Chlorophyll_a,0.0002,mg/L
SQ30486,20/03/2013,Chlorophyll_a,0.0009,mg/L
SQ30486,24/04/2013,Chlorophyll_a,0.0002,mg/L
SQ30486,23/12/2013,Chlorophyll_a,0.0023,mg/L
SQ30486,24/01/2014,Chlorophyll_a,0.0004,mg/L
SQ30486,26/02/2014,Chlorophyll_a,0.0004,mg/L
SQ30486,21/03/2014,Chlorophyll_a,0.0004,mg/L
SQ30486,24/04/2014,Chlorophyll_a,0.0004,mg/L
SQ30486,16/12/2014,Chlorophyll_a,0.0012,mg/L
SQ30486,22/01/2015,Chlorophyll_a,0.0011,mg/L
SQ30486,17/02/2015,Chlorophyll_a,0.001,mg/L
SQ30486,10/03/2015,Chlorophyll_a,0.0016,mg/L
SQ30486,19/05/2015,Chlorophyll_a,0.008,mg/L
SQ30486,9/12/2015,Chlorophyll_a,0.0024,mg/L
SQ30486,31/01/2016,Chlorophyll_a,0.0015,mg/L
SQ30486,23/02/2016,Chlorophyll_a,0.0014,mg/L
SQ30486,22/03/2016,Chlorophyll_a,0.0006,mg/L
SQ30486,26/04/2016,Chlorophyll_a,0.0009,mg/L
SQ30486,30/01/2017,Chlorophyll_a,0.0021,mg/L
SQ30486,15/02/2017,Chlorophyll_a,0.0007,mg/L
SQ30486,16/03/2017,Chlorophyll_a,0.0013,mg/L
SQ30486,10/04/2017,Chlorophyll_a,0.02,mg/L
SQ30486,2/05/2017,Chlorophyll_a,0.0007,mg/L
SQ30497,31/03/1988,Chlorophyll_a,3.2,mg/L
SQ30497,23/05/1990,Chlorophyll_a,2.57,mg/L
SQ30497,17/10/1995,Chlorophyll_a,0.0013,mg/L
SQ30497,19/04/1996,Chlorophyll_a,0.00149,mg/L
SQ30497,9/10/1996,Chlorophyll_a,0.0003,mg/L
SQ30497,3/03/1997,Chlorophyll_a,0.0015,mg/L
SQ30497,9/12/1997,Chlorophyll_a,0.0005,mg/L
SQ30497,23/03/1998,Chlorophyll_a,0.0029,mg/L
SQ30497,3/12/2002,Chlorophyll_a,0.0004,mg/L
SQ30497,19/12/2002,Chlorophyll_a,0.0007,mg/L
SQ30497,17/01/2003,Chlorophyll_a,0.0006,mg/L
SQ30497,21/02/2003,Chlorophyll_a,0.0004,mg/L
SQ30497,6/12/2004,Chlorophyll_a,0.0005,mg/L
SQ30497,11/01/2005,Chlorophyll_a,0.001,mg/L
SQ30497,8/02/2005,Chlorophyll_a,0.0004,mg/L
SQ30497,16/03/2005,Chlorophyll_a,0.0004,mg/L
SQ30497,14/04/2005,Chlorophyll_a,0.0012,mg/L
SQ30497,24/01/2006,Chlorophyll_a,0.0008,mg/L
SQ30497,24/02/2006,Chlorophyll_a,0.0021,mg/L
SQ30497,23/03/2006,Chlorophyll_a,0.0016,mg/L
SQ30497,19/04/2006,Chlorophyll_a,0.0015,mg/L
SQ30497,30/01/2007,Chlorophyll_a,0.0051,mg/L
SQ30497,28/02/2007,Chlorophyll_a,0.0055,mg/L
SQ30497,27/03/2007,Chlorophyll_a,0.0017,mg/L
SQ30497,19/04/2007,Chlorophyll_a,0.0036,mg/L
SQ30497,16/01/2008,Chlorophyll_a,0.0039,mg/L
SQ30497,19/02/2008,Chlorophyll_a,0.0043,mg/L
SQ30497,27/03/2008,Chlorophyll_a,0.0048,mg/L
SQ30497,23/04/2008,Chlorophyll_a,0.0033,mg/L
SQ30497,21/01/2009,Chlorophyll_a,0.0032,mg/L
SQ30497,17/02/2009,Chlorophyll_a,0.004,mg/L
SQ30497,17/03/2009,Chlorophyll_a,0.0028,mg/L
SQ30497,21/04/2009,Chlorophyll_a,0.0032,mg/L
SQ30497,17/12/2009,Chlorophyll_a,0.0011,mg/L
SQ30497,27/01/2010,Chlorophyll_a,0.0014,mg/L
SQ30497,23/02/2010,Chlorophyll_a,0.001,mg/L
SQ30497,29/03/2010,Chlorophyll_a,0.0016,mg/L
SQ30497,5/05/2010,Chlorophyll_a,0.002,mg/L
SQ30497,16/12/2010,Chlorophyll_a,0.0025,mg/L
SQ30497,24/01/2011,Chlorophyll_a,0.0025,mg/L
SQ30497,24/03/2011,Chlorophyll_a,0.0017,mg/L
SQ30497,21/04/2011,Chlorophyll_a,0.0011,mg/L
SQ30497,9/12/2011,Chlorophyll_a,0.0009,mg/L
SQ30497,24/01/2012,Chlorophyll_a,0.0012,mg/L
SQ30497,27/02/2012,Chlorophyll_a,0.0006,mg/L
SQ30497,27/03/2012,Chlorophyll_a,0.0011,mg/L
SQ30497,3/05/2012,Chlorophyll_a,0.0036,mg/L
SQ30497,21/01/2013,Chlorophyll_a,0.0008,mg/L
SQ30497,8/02/2013,Chlorophyll_a,0.0008,mg/L
SQ30497,28/02/2013,Chlorophyll_a,0.0002,mg/L
SQ30497,20/03/2013,Chlorophyll_a,0.0004,mg/L
SQ30497,24/04/2013,Chlorophyll_a,0.0004,mg/L
SQ30497,23/12/2013,Chlorophyll_a,0.0009,mg/L
SQ30497,24/01/2014,Chlorophyll_a,0.0006,mg/L
SQ30497,26/02/2014,Chlorophyll_a,0.001,mg/L
SQ30497,21/03/2014,Chlorophyll_a,0.0011,mg/L
SQ30497,24/04/2014,Chlorophyll_a,0.0053,mg/L
SQ30497,16/12/2014,Chlorophyll_a,0.0064,mg/L
SQ30497,22/01/2015,Chlorophyll_a,0.0048,mg/L
SQ30497,17/02/2015,Chlorophyll_a,0.0037,mg/L
SQ30497,10/03/2015,Chlorophyll_a,0.0036,mg/L
SQ30497,19/05/2015,Chlorophyll_a,0.0071,mg/L
SQ30497,9/12/2015,Chlorophyll_a,0.007,mg/L
SQ30497,31/01/2016,Chlorophyll_a,0.0065,mg/L
SQ30497,23/02/2016,Chlorophyll_a,0.0032,mg/L
SQ30497,22/03/2016,Chlorophyll_a,0.0063,mg/L
SQ30497,26/04/2016,Chlorophyll_a,0.0063,mg/L
SQ30497,30/01/2017,Chlorophyll_a,0.004,mg/L
SQ30497,15/02/2017,Chlorophyll_a,0.0059,mg/L
SQ30497,16/03/2017,Chlorophyll_a,0.0052,mg/L
SQ30497,10/04/2017,Chlorophyll_a,0.0067,mg/L
SQ30497,2/05/2017,Chlorophyll_a,0.0068,mg/L
SQ30521,23/05/1990,Chlorophyll_a,1,mg/L
SQ30521,17/10/1995,Chlorophyll_a,0.0012,mg/L
SQ30521,19/04/1996,Chlorophyll_a,0.00188,mg/L
SQ30521,9/10/1996,Chlorophyll_a,0.0011,mg/L
SQ30521,3/03/1997,Chlorophyll_a,0.0012,mg/L
SQ30521,9/12/1997,Chlorophyll_a,0.0045,mg/L
SQ30521,23/03/1998,Chlorophyll_a,0.0012,mg/L
SQ30521,3/12/2002,Chlorophyll_a,0.0004,mg/L
SQ30521,19/12/2002,Chlorophyll_a,0.0011,mg/L
SQ30521,17/01/2003,Chlorophyll_a,0.0008,mg/L
SQ30521,21/02/2003,Chlorophyll_a,0.001,mg/L
SQ30521,6/12/2004,Chlorophyll_a,0.0005,mg/L
SQ30521,11/01/2005,Chlorophyll_a,0.0008,mg/L
SQ30521,8/02/2005,Chlorophyll_a,0.0005,mg/L
SQ30521,16/03/2005,Chlorophyll_a,0.0009,mg/L
SQ30521,14/04/2005,Chlorophyll_a,0.0013,mg/L
SQ30521,24/01/2006,Chlorophyll_a,0.0008,mg/L
SQ30521,24/02/2006,Chlorophyll_a,0.0026,mg/L
SQ30521,23/03/2006,Chlorophyll_a,0.0011,mg/L
SQ30521,19/04/2006,Chlorophyll_a,0.0017,mg/L
SQ30521,30/01/2007,Chlorophyll_a,0.002,mg/L
SQ30521,28/02/2007,Chlorophyll_a,0.0025,mg/L
SQ30521,27/03/2007,Chlorophyll_a,0.0002,mg/L
SQ30521,19/04/2007,Chlorophyll_a,0.0013,mg/L
SQ30521,16/01/2008,Chlorophyll_a,0.001,mg/L
SQ30521,19/02/2008,Chlorophyll_a,0.002,mg/L
SQ30521,27/03/2008,Chlorophyll_a,0.0011,mg/L
SQ30521,23/04/2008,Chlorophyll_a,0.0012,mg/L
SQ30521,21/01/2009,Chlorophyll_a,0.002,mg/L
SQ30521,17/02/2009,Chlorophyll_a,0.0021,mg/L
SQ30521,17/03/2009,Chlorophyll_a,0.0014,mg/L
SQ30521,21/04/2009,Chlorophyll_a,0.0016,mg/L
SQ30521,17/12/2009,Chlorophyll_a,0.002,mg/L
SQ30521,27/01/2010,Chlorophyll_a,0.0028,mg/L
SQ30521,23/02/2010,Chlorophyll_a,0.0031,mg/L
SQ30521,29/03/2010,Chlorophyll_a,0.0037,mg/L
SQ30521,5/05/2010,Chlorophyll_a,0.0011,mg/L
SQ30521,16/12/2010,Chlorophyll_a,0.0024,mg/L
SQ30521,24/01/2011,Chlorophyll_a,0.0025,mg/L
SQ30521,24/03/2011,Chlorophyll_a,0.0013,mg/L
SQ30521,21/04/2011,Chlorophyll_a,0.0092,mg/L
SQ30521,9/12/2011,Chlorophyll_a,0.0008,mg/L
SQ30521,24/01/2012,Chlorophyll_a,0.0012,mg/L
SQ30521,27/02/2012,Chlorophyll_a,0.0009,mg/L
SQ30521,27/03/2012,Chlorophyll_a,0.0011,mg/L
SQ30521,3/05/2012,Chlorophyll_a,0.0008,mg/L
SQ30521,28/02/2013,Chlorophyll_a,0.0002,mg/L
SQ30521,20/03/2013,Chlorophyll_a,0.0002,mg/L
SQ30521,24/04/2013,Chlorophyll_a,0.0005,mg/L
SQ30521,23/12/2013,Chlorophyll_a,0.0022,mg/L
SQ30521,24/01/2014,Chlorophyll_a,0.0002,mg/L
SQ30521,26/02/2014,Chlorophyll_a,0.0004,mg/L
SQ30521,21/03/2014,Chlorophyll_a,0.0011,mg/L
SQ30521,24/04/2014,Chlorophyll_a,0.0022,mg/L
SQ30521,16/12/2014,Chlorophyll_a,0.0022,mg/L
SQ30521,22/01/2015,Chlorophyll_a,0.0007,mg/L
SQ30521,17/02/2015,Chlorophyll_a,0.0008,mg/L
SQ30521,10/03/2015,Chlorophyll_a,0.0012,mg/L
SQ30521,19/05/2015,Chlorophyll_a,0.002,mg/L
SQ30521,9/12/2015,Chlorophyll_a,0.0016,mg/L
SQ30521,31/01/2016,Chlorophyll_a,0.001,mg/L
SQ30521,23/02/2016,Chlorophyll_a,0.0014,mg/L
SQ30521,22/03/2016,Chlorophyll_a,0.0011,mg/L
SQ30521,26/04/2016,Chlorophyll_a,0.001,mg/L
SQ30521,30/01/2017,Chlorophyll_a,0.0015,mg/L
SQ30521,15/02/2017,Chlorophyll_a,0.0015,mg/L
SQ30521,16/03/2017,Chlorophyll_a,0.0019,mg/L
SQ30521,10/04/2017,Chlorophyll_a,0.002,mg/L
SQ30521,2/05/2017,Chlorophyll_a,0.0013,mg/L
SQ30525,17/10/1995,Chlorophyll_a,0.0024,mg/L
SQ30525,19/04/1996,Chlorophyll_a,0.00225,mg/L
SQ30525,9/10/1996,Chlorophyll_a,0.0012,mg/L
SQ30525,3/03/1997,Chlorophyll_a,0.002,mg/L
SQ30525,9/12/1997,Chlorophyll_a,0.0071,mg/L
SQ30525,23/03/1998,Chlorophyll_a,0.0015,mg/L
SQ30525,3/12/2002,Chlorophyll_a,0.0013,mg/L
SQ30525,19/12/2002,Chlorophyll_a,0.0012,mg/L
SQ30525,17/01/2003,Chlorophyll_a,0.001,mg/L
SQ30525,21/02/2003,Chlorophyll_a,0.0032,mg/L
SQ30525,6/12/2004,Chlorophyll_a,0.0014,mg/L
SQ30525,11/01/2005,Chlorophyll_a,0.0036,mg/L
SQ30525,8/02/2005,Chlorophyll_a,0.0003,mg/L
SQ30525,16/03/2005,Chlorophyll_a,0.0005,mg/L
SQ30525,14/04/2005,Chlorophyll_a,0.001,mg/L
SQ30525,24/01/2006,Chlorophyll_a,0.0011,mg/L
SQ30525,24/02/2006,Chlorophyll_a,0.0041,mg/L
SQ30525,23/03/2006,Chlorophyll_a,0.0013,mg/L
SQ30525,19/04/2006,Chlorophyll_a,0.0013,mg/L
SQ30525,30/01/2007,Chlorophyll_a,0.0074,mg/L
SQ30525,28/02/2007,Chlorophyll_a,0.0024,mg/L
SQ30525,27/03/2007,Chlorophyll_a,0.0003,mg/L
SQ30525,19/04/2007,Chlorophyll_a,0.0022,mg/L
SQ30525,16/01/2008,Chlorophyll_a,0.0029,mg/L
SQ30525,19/02/2008,Chlorophyll_a,0.0023,mg/L
SQ30525,27/03/2008,Chlorophyll_a,0.002,mg/L
SQ30525,23/04/2008,Chlorophyll_a,0.002,mg/L
SQ30525,21/01/2009,Chlorophyll_a,0.004,mg/L
SQ30525,17/02/2009,Chlorophyll_a,0.0064,mg/L
SQ30525,17/03/2009,Chlorophyll_a,0.0011,mg/L
SQ30525,21/04/2009,Chlorophyll_a,0.0026,mg/L
SQ30525,17/12/2009,Chlorophyll_a,0.0023,mg/L
SQ30525,27/01/2010,Chlorophyll_a,0.0026,mg/L
SQ30525,23/02/2010,Chlorophyll_a,0.0027,mg/L
SQ30525,29/03/2010,Chlorophyll_a,0.0033,mg/L
SQ30525,5/05/2010,Chlorophyll_a,0.0015,mg/L
SQ30525,16/12/2010,Chlorophyll_a,0.0015,mg/L
SQ30525,24/01/2011,Chlorophyll_a,0.0031,mg/L
SQ30525,24/03/2011,Chlorophyll_a,0.011,mg/L
SQ30525,21/04/2011,Chlorophyll_a,0.0016,mg/L
SQ30525,9/12/2011,Chlorophyll_a,0.0007,mg/L
SQ30525,24/01/2012,Chlorophyll_a,0.0015,mg/L
SQ30525,27/02/2012,Chlorophyll_a,0.0009,mg/L
SQ30525,27/03/2012,Chlorophyll_a,0.0041,mg/L
SQ30525,3/05/2012,Chlorophyll_a,0.0022,mg/L
SQ30525,21/01/2013,Chlorophyll_a,0.0015,mg/L
SQ30525,8/02/2013,Chlorophyll_a,0.0016,mg/L
SQ30525,28/02/2013,Chlorophyll_a,0.0011,mg/L
SQ30525,20/03/2013,Chlorophyll_a,0.0009,mg/L
SQ30525,24/04/2013,Chlorophyll_a,0.0005,mg/L
SQ30525,23/12/2013,Chlorophyll_a,0.0061,mg/L
SQ30525,24/01/2014,Chlorophyll_a,0.001,mg/L
SQ30525,26/02/2014,Chlorophyll_a,0.0007,mg/L
SQ30525,21/03/2014,Chlorophyll_a,0.0013,mg/L
SQ30525,24/04/2014,Chlorophyll_a,0.003,mg/L
SQ30525,16/12/2014,Chlorophyll_a,0.0023,mg/L
SQ30525,22/01/2015,Chlorophyll_a,0.002,mg/L
SQ30525,17/02/2015,Chlorophyll_a,0.0023,mg/L
SQ30525,10/03/2015,Chlorophyll_a,0.0067,mg/L
SQ30525,19/05/2015,Chlorophyll_a,0.004,mg/L
SQ30525,9/12/2015,Chlorophyll_a,0.003,mg/L
SQ30525,31/01/2016,Chlorophyll_a,0.0038,mg/L
SQ30525,23/02/2016,Chlorophyll_a,0.0039,mg/L
SQ30525,22/03/2016,Chlorophyll_a,0.0041,mg/L
SQ30525,26/04/2016,Chlorophyll_a,0.0021,mg/L
SQ30525,30/01/2017,Chlorophyll_a,0.0041,mg/L
SQ30525,15/02/2017,Chlorophyll_a,0.0043,mg/L
SQ30525,16/03/2017,Chlorophyll_a,0.0043,mg/L
SQ30525,10/04/2017,Chlorophyll_a,0.0042,mg/L
SQ30525,2/05/2017,Chlorophyll_a,0.0033,mg/L
SQ30954,15/11/1988,Chlorophyll_a,0.05,mg/L
SQ30954,22/03/1989,Chlorophyll_a,0.02,mg/L
SQ30954,8/11/1989,Chlorophyll_a,57.5,mg/L
SQ30954,27/04/1990,Chlorophyll_a,9.7,mg/L
SQ30954,8/06/1993,Chlorophyll_a,0.0983,mg/L
SQ30954,1/07/1993,Chlorophyll_a,0.115,mg/L
SQ30954,20/07/1993,Chlorophyll_a,0.041,mg/L
SQ30954,18/08/1993,Chlorophyll_a,0.0764,mg/L
SQ30954,22/09/1993,Chlorophyll_a,0.109,mg/L
SQ30954,28/10/1993,Chlorophyll_a,0.066,mg/L
SQ30954,16/12/1993,Chlorophyll_a,0.049,mg/L
SQ30954,17/01/1994,Chlorophyll_a,0.071,mg/L
SQ30954,17/02/1994,Chlorophyll_a,0.044,mg/L
SQ30954,23/03/1994,Chlorophyll_a,0.071,mg/L
SQ30954,26/04/1994,Chlorophyll_a,0.093,mg/L
SQ30954,17/05/1994,Chlorophyll_a,0.087,mg/L
SQ30954,23/06/1994,Chlorophyll_a,0.066,mg/L
SQ30954,21/07/1994,Chlorophyll_a,0.115,mg/L
SQ30954,16/08/1994,Chlorophyll_a,0.06,mg/L
SQ30954,13/09/1994,Chlorophyll_a,0.093,mg/L
SQ30954,10/10/1994,Chlorophyll_a,0.006,mg/L
SQ30954,10/11/1994,Chlorophyll_a,0.103,mg/L
SQ30954,14/12/1994,Chlorophyll_a,0.093,mg/L
SQ30954,11/01/1995,Chlorophyll_a,0.109,mg/L
SQ30954,8/02/1995,Chlorophyll_a,0.137,mg/L
SQ30954,21/03/1995,Chlorophyll_a,0.137,mg/L
SQ30954,13/04/1995,Chlorophyll_a,0.188,mg/L
SQ30954,23/05/1995,Chlorophyll_a,0.027,mg/L
SQ30954,20/06/1995,Chlorophyll_a,0.121,mg/L
SQ30954,11/07/1995,Chlorophyll_a,0.063,mg/L
SQ30954,30/08/1995,Chlorophyll_a,0.0815,mg/L
SQ30954,3/10/1995,Chlorophyll_a,0.055,mg/L
SQ30954,26/10/1995,Chlorophyll_a,0.075,mg/L
SQ30954,14/11/1995,Chlorophyll_a,0.0659,mg/L
SQ30954,9/01/1996,Chlorophyll_a,0.0624,mg/L
SQ30954,4/03/1996,Chlorophyll_a,0.102,mg/L
SQ30954,21/03/1996,Chlorophyll_a,0.0505,mg/L
SQ30954,23/04/1996,Chlorophyll_a,0.0688,mg/L
SQ30954,14/05/1996,Chlorophyll_a,0.0568,mg/L
SQ30954,24/06/1996,Chlorophyll_a,0.0807,mg/L
SQ30954,25/07/1996,Chlorophyll_a,0.0464,mg/L
SQ30954,26/08/1996,Chlorophyll_a,0.159,mg/L
SQ30954,30/09/1996,Chlorophyll_a,0.07,mg/L
SQ30954,16/10/1996,Chlorophyll_a,0.0436,mg/L
SQ30954,20/11/1996,Chlorophyll_a,0.058,mg/L
SQ30954,16/12/1996,Chlorophyll_a,0.0644,mg/L
SQ30954,29/01/1997,Chlorophyll_a,0.0556,mg/L
SQ30954,17/02/1997,Chlorophyll_a,0.054,mg/L
SQ30954,24/03/1997,Chlorophyll_a,0.0831,mg/L
SQ30954,21/04/1997,Chlorophyll_a,0.108,mg/L
SQ30954,12/05/1997,Chlorophyll_a,0.104,mg/L
SQ30954,5/06/1997,Chlorophyll_a,0.081,mg/L
SQ30954,15/07/1997,Chlorophyll_a,0.136,mg/L
SQ30954,5/08/1997,Chlorophyll_a,0.126,mg/L
SQ30954,17/09/1997,Chlorophyll_a,0.132,mg/L
SQ30954,14/10/1997,Chlorophyll_a,0.0905,mg/L
SQ30954,18/11/1997,Chlorophyll_a,0.0619,mg/L
SQ30954,10/12/1997,Chlorophyll_a,0.0931,mg/L
SQ30954,6/01/1998,Chlorophyll_a,0.0997,mg/L
SQ30954,17/02/1998,Chlorophyll_a,0.0788,mg/L
SQ30954,16/03/1998,Chlorophyll_a,0.0773,mg/L
SQ30954,7/04/1998,Chlorophyll_a,0.112,mg/L
SQ30954,11/05/1998,Chlorophyll_a,0.0499,mg/L
SQ30954,8/06/1998,Chlorophyll_a,0.0663,mg/L
SQ30954,16/07/1998,Chlorophyll_a,0.0978,mg/L
SQ30954,10/08/1998,Chlorophyll_a,0.108,mg/L
SQ30954,17/09/1998,Chlorophyll_a,0.105,mg/L
SQ30954,14/10/1998,Chlorophyll_a,0.0915,mg/L
SQ30954,9/11/1998,Chlorophyll_a,0.0861,mg/L
SQ30954,7/12/1998,Chlorophyll_a,0.0717,mg/L
SQ30954,28/01/1999,Chlorophyll_a,0.152,mg/L
SQ30954,18/02/1999,Chlorophyll_a,0.162,mg/L
SQ30954,11/03/1999,Chlorophyll_a,0.159,mg/L
SQ30954,21/04/1999,Chlorophyll_a,0.221,mg/L
SQ30954,19/05/1999,Chlorophyll_a,0.193,mg/L
SQ30954,22/06/1999,Chlorophyll_a,0.148,mg/L
SQ30954,4/08/1999,Chlorophyll_a,0.106,mg/L
SQ30954,26/08/1999,Chlorophyll_a,0.1603,mg/L
SQ30954,15/09/1999,Chlorophyll_a,0.0942,mg/L
SQ30954,20/10/1999,Chlorophyll_a,0.1172,mg/L
SQ30954,24/11/1999,Chlorophyll_a,0.0879,mg/L
SQ30954,15/12/1999,Chlorophyll_a,0.1326,mg/L
SQ30954,12/01/2000,Chlorophyll_a,0.1162,mg/L
SQ30954,23/02/2000,Chlorophyll_a,0.1475,mg/L
SQ30954,23/03/2000,Chlorophyll_a,0.1083,mg/L
SQ30954,27/04/2000,Chlorophyll_a,0.1081,mg/L
SQ30954,17/05/2000,Chlorophyll_a,0.1313,mg/L
SQ30954,22/06/2000,Chlorophyll_a,0.0945,mg/L
SQ30954,16/08/2000,Chlorophyll_a,0.0866,mg/L
SQ30954,21/09/2000,Chlorophyll_a,0.1482,mg/L
SQ30954,5/10/2000,Chlorophyll_a,0.0964,mg/L
SQ30954,19/10/2000,Chlorophyll_a,0.1102,mg/L
SQ30954,6/11/2000,Chlorophyll_a,0.0685,mg/L
SQ30954,7/12/2000,Chlorophyll_a,0.0642,mg/L
SQ30954,17/01/2001,Chlorophyll_a,0.1275,mg/L
SQ30954,8/02/2001,Chlorophyll_a,0.1029,mg/L
SQ30954,22/03/2001,Chlorophyll_a,0.1415,mg/L
SQ30954,5/04/2001,Chlorophyll_a,0.1415,mg/L
SQ30954,9/05/2001,Chlorophyll_a,0.0991,mg/L
SQ30954,28/06/2001,Chlorophyll_a,0.0377,mg/L
SQ30954,25/07/2001,Chlorophyll_a,0.1132,mg/L
SQ30954,16/08/2001,Chlorophyll_a,0.1274,mg/L
SQ30954,13/09/2001,Chlorophyll_a,0.0991,mg/L
SQ30954,25/10/2001,Chlorophyll_a,0.0849,mg/L
SQ30954,25/10/2001,Chlorophyll_a,0.0849,mg/L
SQ30954,21/11/2001,Chlorophyll_a,0.0849,mg/L
SQ30954,13/12/2001,Chlorophyll_a,0.0849,mg/L
SQ30954,16/01/2002,Chlorophyll_a,0.054,mg/L
SQ30954,27/02/2002,Chlorophyll_a,0.0654,mg/L
SQ30954,4/04/2002,Chlorophyll_a,0.0593,mg/L
SQ30954,17/04/2002,Chlorophyll_a,0.0513,mg/L
SQ30954,15/05/2002,Chlorophyll_a,0.08,mg/L
SQ30954,12/06/2002,Chlorophyll_a,0.0573,mg/L
SQ30954,17/07/2002,Chlorophyll_a,0.0488,mg/L
SQ30954,15/08/2002,Chlorophyll_a,0.1051,mg/L
SQ30954,11/09/2002,Chlorophyll_a,0.0966,mg/L
SQ30954,9/10/2002,Chlorophyll_a,0.0981,mg/L
SQ30954,5/11/2002,Chlorophyll_a,0.0219,mg/L
SQ30954,4/12/2002,Chlorophyll_a,0.0506,mg/L
SQ30954,20/01/2003,Chlorophyll_a,0.0702,mg/L
SQ30954,11/02/2003,Chlorophyll_a,0.0631,mg/L
SQ30954,26/03/2003,Chlorophyll_a,0.0312,mg/L
SQ30954,9/04/2003,Chlorophyll_a,0.0637,mg/L
SQ30954,14/05/2003,Chlorophyll_a,0.0085,mg/L
SQ30954,12/06/2003,Chlorophyll_a,0.0784,mg/L
SQ30954,3/07/2003,Chlorophyll_a,0.075,mg/L
SQ30954,1/09/2003,Chlorophyll_a,0.1171,mg/L
SQ30954,23/09/2003,Chlorophyll_a,0.0908,mg/L
SQ30954,8/10/2003,Chlorophyll_a,0.067,mg/L
SQ30954,5/11/2003,Chlorophyll_a,0.0638,mg/L
SQ30954,4/12/2003,Chlorophyll_a,0.0624,mg/L
SQ30954,7/01/2004,Chlorophyll_a,0.0669,mg/L
SQ30954,4/02/2004,Chlorophyll_a,0.0799,mg/L
SQ30954,25/03/2004,Chlorophyll_a,0.095,mg/L
SQ30954,14/04/2004,Chlorophyll_a,0.0824,mg/L
SQ30954,12/05/2004,Chlorophyll_a,0.0596,mg/L
SQ30954,28/06/2004,Chlorophyll_a,0.069,mg/L
SQ30954,14/07/2004,Chlorophyll_a,0.0621,mg/L
SQ30954,26/08/2004,Chlorophyll_a,0.0963,mg/L
SQ30954,17/09/2004,Chlorophyll_a,0.135,mg/L
SQ30954,13/10/2004,Chlorophyll_a,0.102,mg/L
SQ30954,17/11/2004,Chlorophyll_a,0.1164,mg/L
SQ30954,15/12/2004,Chlorophyll_a,0.0471,mg/L
SQ30954,12/01/2005,Chlorophyll_a,0.0302,mg/L
SQ30954,2/02/2005,Chlorophyll_a,0.0709,mg/L
SQ30954,2/03/2005,Chlorophyll_a,0.0919,mg/L
SQ30954,6/04/2005,Chlorophyll_a,0.0351,mg/L
SQ30954,4/05/2005,Chlorophyll_a,0.0928,mg/L
SQ30954,8/06/2005,Chlorophyll_a,0.1247,mg/L
SQ30954,6/07/2005,Chlorophyll_a,0.0633,mg/L
SQ30954,15/08/2005,Chlorophyll_a,0.0875,mg/L
SQ30954,14/09/2005,Chlorophyll_a,0.0373,mg/L
SQ30954,26/10/2005,Chlorophyll_a,0.0407,mg/L
SQ30954,7/11/2005,Chlorophyll_a,0.0655,mg/L
SQ30954,5/12/2005,Chlorophyll_a,0.0536,mg/L
SQ30954,19/01/2006,Chlorophyll_a,0.0666,mg/L
SQ30954,1/02/2006,Chlorophyll_a,0.051,mg/L
SQ30954,8/03/2006,Chlorophyll_a,0.0449,mg/L
SQ30954,5/04/2006,Chlorophyll_a,0.0924,mg/L
SQ30954,3/05/2006,Chlorophyll_a,0.0573,mg/L
SQ30954,7/06/2006,Chlorophyll_a,0.0818,mg/L
SQ30954,13/07/2006,Chlorophyll_a,0.0956,mg/L
SQ30954,17/08/2006,Chlorophyll_a,0.1166,mg/L
SQ30954,6/09/2006,Chlorophyll_a,0.208,mg/L
